type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
0,298.5,309.4,1548,37.7,43,10.899999999999977,6.110952879581152,0.16996047430830039,0,0,0,0,0,0
0,298.5,309.4,1517,40.2,45,10.899999999999977,6.385696335078534,0.17786561264822134,0,0,0,0,0,0
0,298.6,309.5,1687,29.3,47,10.899999999999977,5.175821989528796,0.1857707509881423,0,0,0,0,0,0
0,298.5,309.5,1738,25.2,49,11.0,4.58613612565445,0.19367588932806323,0,0,0,0,0,0
2,298.4,309.4,1512,35.3,51,11.0,5.588858638743456,0.2015810276679842,0,0,0,0,0,0
1,298.5,309.4,1365,48.7,56,10.899999999999977,6.960785340314136,0.22134387351778656,0,0,0,0,0,0
2,298.5,309.4,2011,21.0,59,10.899999999999977,4.422094240837696,0.233201581027668,0,0,0,0,0,0
0,298.4,309.3,1806,27.6,64,10.900000000000034,5.219434554973823,0.25296442687747034,0,0,0,0,0,0
0,298.4,309.3,1716,28.4,66,10.900000000000034,5.103078534031413,0.2608695652173913,0,0,0,0,0,0
1,298.4,309.4,1666,24.3,68,11.0,4.239141361256545,0.26877470355731226,0,0,0,0,0,0
0,298.5,309.4,1578,36.3,71,10.899999999999977,5.998052356020942,0.28063241106719367,0,0,0,0,0,0
0,298.3,309.3,1558,37.2,73,11.0,6.068858638743456,0.2885375494071146,0,0,0,0,0,0
0,298.3,309.2,1456,45.5,75,10.899999999999977,6.93696335078534,0.2964426877470356,0,0,0,0,0,0
1,298.2,309.1,1457,49.0,77,10.900000000000034,7.475706806282722,0.30434782608695654,0,0,0,0,0,0
0,298.2,309.1,1467,44.5,80,10.900000000000034,6.835759162303665,0.31620553359683795,0,0,0,0,0,0
1,298.1,309.0,1661,38.2,82,10.899999999999977,6.644,0.3241106719367589,0,0,0,0,0,0
0,298.1,309.0,1592,33.9,85,10.899999999999977,5.651183246073298,0.3359683794466403,0,0,0,0,0,0
0,298.2,309.0,1596,37.2,87,10.800000000000011,6.216879581151833,0.3438735177865613,0,0,0,0,0,0
0,298.2,309.0,1489,40.6,89,10.800000000000011,6.330198952879582,0.35177865612648224,0,0,0,0,0,0
0,298.3,309.0,1471,48.3,91,10.699999999999989,7.439717277486912,0.35968379446640314,0,0,0,0,0,0
1,298.3,309.0,1505,41.3,93,10.699999999999989,6.508534031413612,0.3675889328063241,0,0,0,0,0,0
0,298.3,309.0,1519,40.0,96,10.699999999999989,6.362303664921466,0.3794466403162055,0,0,0,0,0,0
0,298.3,309.0,1408,45.4,98,10.699999999999989,6.693528795811518,0.38735177865612647,0,0,0,0,0,0
0,298.2,308.9,1332,44.4,100,10.699999999999989,6.19275392670157,0.3952569169960474,0,0,0,0,0,0
0,298.1,308.9,1351,52.4,102,10.799999999999955,7.412816753926701,0.4031620553359684,0,0,0,0,0,0
0,298.0,308.9,1500,36.7,104,10.899999999999977,5.764397905759163,0.41106719367588934,0,0,0,0,0,0
1,298.0,308.7,1614,30.7,106,10.699999999999989,5.188460732984293,0.4189723320158103,0,0,0,0,0,0
0,298.0,308.8,1489,36.5,109,10.800000000000011,5.690942408376963,0.4308300395256917,0,0,0,0,0,0
1,297.9,308.7,1751,26.6,111,10.800000000000011,4.8771308900523564,0.43873517786561267,0,0,0,0,0,0
0,298.0,308.7,1511,45.8,114,10.699999999999989,7.246471204188482,0.4505928853754941,0,0,0,0,0,0
0,297.9,308.6,1691,29.6,116,10.700000000000045,5.241214659685864,0.45849802371541504,0,0,0,0,0,0
0,297.9,308.6,1757,27.5,118,10.700000000000045,5.059424083769634,0.466403162055336,0,0,0,0,0,0
2,297.9,308.7,1545,35.9,120,10.800000000000011,5.807905759162304,0.4743083003952569,0,0,0,0,0,0
0,297.9,308.6,2262,15.7,125,10.700000000000045,3.7186806282722515,0.49407114624505927,0,0,0,0,0,0
1,297.7,308.5,1559,35.2,127,10.800000000000011,5.746261780104712,0.5019762845849802,0,0,0,0,0,0
0,297.6,308.4,1626,32.4,130,10.799999999999955,5.5164816753926695,0.5138339920948617,0,0,0,0,0,0
0,297.6,308.3,1424,53.9,132,10.699999999999989,8.03702617801047,0.5217391304347826,0,0,0,0,0,0
1,297.6,308.3,1648,29.1,134,10.699999999999989,5.021654450261781,0.5296442687747036,0,0,0,0,0,0
0,297.6,308.3,1523,39.5,137,10.699999999999989,6.299319371727749,0.541501976284585,0,0,0,0,0,0
0,297.6,308.3,1502,43.2,139,10.699999999999989,6.794387434554974,0.549407114624506,0,0,0,0,0,0
0,297.5,308.2,1489,40.7,141,10.699999999999989,6.34579057591623,0.5573122529644269,0,0,0,0,0,0
1,297.4,308.1,1620,31.2,143,10.700000000000045,5.292565445026178,0.5652173913043478,0,0,0,0,0,0
0,297.5,308.1,1631,30.6,146,10.600000000000023,5.226031413612566,0.5770750988142292,0,0,0,0,0,0
1,297.5,308.0,1429,45.8,148,10.5,6.853214659685864,0.5849802371541502,0,0,0,0,0,0
1,297.5,308.1,1334,72.0,151,10.600000000000023,10.05738219895288,0.5968379446640316,1,0,0,1,0,0
0,297.4,308.0,1423,38.0,154,10.600000000000023,5.6621989528795815,0.6086956521739131,0,0,0,0,0,0
0,297.4,307.9,1390,47.7,156,10.5,6.942722513089005,0.616600790513834,0,0,0,0,0,0
1,297.4,307.9,1338,48.5,158,10.5,6.795078534031414,0.6245059288537549,0,0,0,0,0,0
2,297.3,307.9,1461,37.5,161,10.599999999999966,5.736910994764398,0.6363636363636364,0,0,0,0,0,0
1,297.4,307.9,1627,34.3,166,10.5,5.843570680628272,0.6561264822134387,0,0,0,0,0,0
0,297.3,307.8,1385,44.4,169,10.5,6.439162303664921,0.6679841897233202,0,0,0,0,0,0
1,297.3,307.8,1538,48.0,171,10.5,7.730261780104712,0.6758893280632411,0,0,0,0,0,0
0,297.4,307.9,1557,35.5,174,10.5,5.787801047120419,0.6877470355731226,0,0,0,0,0,0
0,297.4,307.9,1606,33.4,176,10.5,5.616795811518324,0.6956521739130435,0,0,0,0,0,0
1,297.5,308.0,1430,44.5,178,10.5,6.663350785340314,0.7035573122529645,0,0,0,0,0,0
1,297.4,308.0,1601,34.6,181,10.600000000000023,5.800481675392671,0.7154150197628458,0,0,0,0,0,0
0,297.4,308.0,1356,51.9,184,10.600000000000023,7.369256544502617,0.7272727272727273,0,0,0,0,0,0
1,297.5,308.2,1624,30.9,186,10.699999999999989,5.25461780104712,0.7351778656126482,0,0,0,0,0,0
0,297.5,308.2,1327,56.5,189,10.699999999999989,7.850837696335079,0.7470355731225297,0,0,0,0,0,0
0,297.6,308.3,1410,47.0,191,10.699999999999989,6.939267015706807,0.7549407114624506,0,0,0,0,0,0
0,297.6,308.3,1478,42.3,193,10.699999999999989,6.546534031413612,0.7628458498023716,0,0,0,0,0,0
0,297.6,308.4,1460,40.3,195,10.799999999999955,6.161047120418847,0.7707509881422925,0,0,0,0,0,0
0,297.5,308.3,1435,40.3,197,10.800000000000011,6.055549738219894,0.7786561264822134,0,0,0,0,0,0
2,297.4,308.2,1359,46.9,199,10.800000000000011,6.674041884816754,0.7865612648221344,0,0,0,0,0,0
0,297.4,308.1,1729,31.7,204,10.700000000000045,5.7391937172774865,0.8063241106719368,0,0,0,0,0,0
2,297.3,308.0,1384,49.1,206,10.699999999999989,7.115643979057593,0.8142292490118577,0,0,0,0,0,0
0,297.4,308.2,1297,52.1,211,10.800000000000011,7.075780104712042,0.83399209486166,0,0,0,0,0,0
0,297.5,308.4,1633,33.3,213,10.899999999999977,5.694125654450261,0.841897233201581,0,0,0,0,0,0
1,297.5,308.4,1505,37.2,215,10.899999999999977,5.8624083769633515,0.849802371541502,0,0,0,0,0,0
0,297.5,308.4,1433,50.0,218,10.899999999999977,7.50261780104712,0.8616600790513834,0,0,0,0,0,0
0,297.4,308.4,1369,50.6,220,11.0,7.253549738219896,0.8695652173913043,1,0,0,0,1,0
0,297.4,308.3,1475,40.5,222,10.900000000000034,6.255235602094241,0.8774703557312253,1,1,0,0,0,0
0,297.4,308.3,1561,38.3,0,10.900000000000034,6.260345549738219,0.0,0,0,0,0,0,0
0,297.4,308.3,1472,45.5,2,10.900000000000034,7.0131937172774865,0.007905138339920948,0,0,0,0,0,0
0,297.5,308.4,1441,44.5,4,10.899999999999977,6.714607329842932,0.015810276679841896,0,0,0,0,0,0
1,297.5,308.5,1401,50.5,6,11.0,7.408429319371728,0.023715415019762844,0,0,0,0,0,0
0,297.5,308.5,1691,33.1,9,11.0,5.860952879581152,0.03557312252964427,0,0,0,0,0,0
0,297.6,308.6,1382,47.1,11,11.0,6.81593717277487,0.043478260869565216,0,0,0,0,0,0
0,297.6,308.6,1355,46.4,13,11.0,6.583455497382199,0.05138339920948617,0,0,0,0,0,0
0,297.6,308.6,1529,45.3,15,11.0,7.252743455497382,0.05928853754940711,0,0,0,0,0,0
0,297.7,308.7,1829,24.9,17,11.0,4.768806282722513,0.06719367588932806,0,0,0,0,0,0
2,297.6,308.6,1480,39.8,19,11.0,6.167958115183246,0.07509881422924901,0,0,0,0,0,0
0,297.6,308.5,1475,42.4,24,10.899999999999977,6.548691099476439,0.09486166007905138,0,0,0,0,0,0
1,297.6,308.5,1431,52.6,26,10.899999999999977,7.881738219895289,0.10276679841897234,0,0,0,0,0,0
0,297.5,308.3,1437,42.3,29,10.800000000000011,6.364931937172774,0.11462450592885376,0,0,0,0,0,0
1,297.5,308.3,1476,45.6,31,10.800000000000011,7.047706806282723,0.1225296442687747,0,0,0,0,0,0
2,297.5,308.4,1490,39.7,34,10.899999999999977,6.194031413612566,0.13438735177865613,0,0,0,0,0,0
0,297.4,308.3,1632,33.5,39,10.900000000000034,5.724816753926701,0.1541501976284585,0,0,0,0,0,0
0,297.4,308.2,1402,49.7,41,10.800000000000011,7.296272251308902,0.16205533596837945,0,0,0,0,0,0
0,297.4,308.3,1347,45.8,43,10.900000000000034,6.459958115183246,0.16996047430830039,0,0,0,0,0,0
0,297.5,308.4,1747,31.0,45,10.899999999999977,5.670890052356021,0.17786561264822134,0,0,0,0,0,0
2,297.5,308.5,1557,39.1,47,11.0,6.374732984293194,0.1857707509881423,0,0,0,0,0,0
0,297.4,308.4,1371,57.4,52,11.0,8.240356020942407,0.20553359683794467,0,0,0,0,0,0
2,297.3,308.3,1506,37.0,54,11.0,5.834764397905759,0.2134387351778656,0,0,0,0,0,0
0,297.3,308.3,1590,35.5,59,11.0,5.9104712041884815,0.233201581027668,0,0,0,0,0,0
0,297.4,308.3,1336,53.7,61,10.900000000000034,7.512376963350785,0.24110671936758893,0,0,0,0,0,0
0,297.3,308.3,1411,43.2,63,11.0,6.3827434554973825,0.2490118577075099,0,0,0,0,0,0
0,297.4,308.3,1704,27.3,65,10.900000000000034,4.871120418848168,0.25691699604743085,0,0,0,0,0,0
0,297.5,308.4,1723,27.3,67,10.899999999999977,4.9254345549738225,0.2648221343873518,0,0,0,0,0,0
0,297.5,308.5,1459,39.7,69,11.0,6.065162303664922,0.2727272727272727,0,0,0,0,0,0
0,297.6,308.5,1572,35.9,71,10.899999999999977,5.909403141361256,0.28063241106719367,0,0,0,0,0,0
0,297.5,308.4,1384,56.0,73,10.899999999999977,8.115602094240838,0.2885375494071146,0,0,0,0,0,0
0,297.6,308.6,1383,47.5,75,11.0,6.878795811518325,0.2964426877470356,0,0,0,0,0,0
1,297.6,308.5,1360,48.6,77,10.899999999999977,6.921047120418848,0.30434782608695654,0,0,0,0,0,0
1,297.5,308.4,1596,36.6,80,10.899999999999977,6.116607329842933,0.31620553359683795,0,0,0,0,0,0
0,297.5,308.5,1448,54.3,83,11.0,8.233130890052355,0.32806324110671936,0,0,0,0,0,0
1,297.6,308.5,1443,38.2,85,10.899999999999977,5.772,0.3359683794466403,0,0,0,0,0,0
1,297.6,308.6,1492,35.5,88,11.0,5.546178010471205,0.34782608695652173,0,0,0,0,0,0
0,297.5,308.6,1497,43.9,91,11.100000000000023,6.881497382198953,0.35968379446640314,0,0,0,0,0,0
0,297.5,308.5,1530,38.5,93,11.0,6.168062827225131,0.3675889328063241,0,0,0,0,0,0
1,297.4,308.4,1478,46.2,95,11.0,7.150115183246074,0.37549407114624506,0,0,0,0,0,0
0,297.4,308.4,1328,61.8,98,11.0,8.593759162303664,0.38735177865612647,0,0,0,0,0,0
2,297.4,308.3,1771,27.4,100,10.900000000000034,5.081193717277486,0.3952569169960474,0,0,0,0,0,0
1,297.4,308.4,1564,35.0,105,11.0,5.731937172774869,0.4150197628458498,0,0,0,0,0,0
2,297.3,308.3,1461,41.5,108,11.0,6.348848167539267,0.4268774703557312,0,0,0,0,0,0
1,297.4,308.3,1335,57.9,113,10.900000000000034,8.093874345549738,0.44664031620553357,0,0,0,0,0,0
1,297.4,308.4,1441,46.8,116,11.0,7.061654450261781,0.45849802371541504,0,0,0,0,0,0
0,297.3,308.3,1268,60.6,119,11.0,8.046157068062827,0.47035573122529645,0,0,0,0,0,0
1,297.3,308.3,1697,27.4,121,11.0,4.868879581151832,0.4782608695652174,0,0,0,0,0,0
0,297.4,308.4,1421,46.0,124,11.0,6.8446073298429315,0.4901185770750988,0,0,0,0,0,0
0,297.4,308.5,1496,36.4,126,11.100000000000023,5.702031413612565,0.4980237154150198,0,0,0,0,0,0
0,297.5,308.5,1375,55.6,128,11.0,8.00523560209424,0.5059288537549407,0,0,0,0,0,0
0,297.4,308.5,1295,52.1,130,11.100000000000023,7.064869109947644,0.5138339920948617,0,0,0,0,0,0
0,297.4,308.5,1643,33.8,132,11.100000000000023,5.815015706806282,0.5217391304347826,0,0,0,0,0,0
0,297.5,308.6,1514,36.9,134,11.100000000000023,5.849905759162303,0.5296442687747036,0,0,0,0,0,0
0,297.5,308.6,1671,29.4,136,11.100000000000023,5.144230366492146,0.5375494071146245,0,0,0,0,0,0
2,297.5,308.6,1355,58.9,138,11.100000000000023,8.357015706806283,0.5454545454545454,0,0,0,0,0,0
0,297.6,308.7,1365,50.6,143,11.099999999999966,7.232356020942408,0.5652173913043478,0,0,0,0,0,0
0,297.5,308.7,1407,42.5,145,11.199999999999989,6.26151832460733,0.5731225296442688,0,0,0,0,0,0
1,297.5,308.8,1455,46.1,147,11.300000000000011,7.023612565445026,0.5810276679841897,0,0,0,0,0,0
0,297.5,308.8,1502,45.9,150,11.300000000000011,7.21903664921466,0.5928853754940712,0,0,0,0,0,0
1,297.5,308.8,1471,52.3,152,11.300000000000011,8.055842931937173,0.6007905138339921,0,0,0,0,0,0
0,297.5,308.9,1581,30.4,155,11.399999999999977,5.032712041884817,0.6126482213438735,0,0,0,0,0,0
0,297.5,308.8,1530,37.8,157,11.300000000000011,6.055916230366491,0.6205533596837944,0,0,0,0,0,0
0,297.5,308.8,1312,50.3,159,11.300000000000011,6.910324607329842,0.6284584980237155,0,0,0,0,0,0
0,297.4,308.6,1494,42.6,161,11.200000000000045,6.664335078534031,0.6363636363636364,0,0,0,0,0,0
1,297.4,308.6,1528,29.1,163,11.200000000000045,4.656000000000001,0.6442687747035574,0,0,0,0,0,0
2,297.3,308.6,1688,29.4,166,11.300000000000011,5.196565445026177,0.6561264822134387,0,0,0,0,0,0
1,297.3,308.5,1520,42.4,171,11.199999999999989,6.74848167539267,0.6758893280632411,0,0,0,0,0,0
1,297.3,308.5,1664,28.9,174,11.199999999999989,5.035560209424084,0.6877470355731226,0,0,0,0,0,0
0,297.3,308.5,1514,44.5,177,11.199999999999989,7.0547643979057595,0.6996047430830039,0,0,0,0,0,0
0,297.3,308.5,1456,54.2,179,11.199999999999989,8.26337172774869,0.7075098814229249,0,0,0,0,0,0
0,297.2,308.5,1494,39.6,181,11.300000000000011,6.1950157068062826,0.7154150197628458,0,0,0,0,0,0
0,297.2,308.4,1605,30.0,183,11.199999999999989,5.041884816753926,0.7233201581027668,0,0,0,0,0,0
1,297.2,308.5,1353,46.5,185,11.300000000000011,6.587905759162304,0.7312252964426877,0,0,0,0,0,0
0,297.2,308.5,1447,47.9,188,11.300000000000011,7.257727748691099,0.7430830039525692,0,0,0,0,0,0
0,297.2,308.5,1588,40.4,190,11.300000000000011,6.717821989528796,0.7509881422924901,0,0,0,0,0,0
2,297.2,308.5,1524,41.4,192,11.300000000000011,6.606659685863874,0.758893280632411,0,0,0,0,0,0
1,297.2,308.5,1611,31.6,197,11.300000000000011,5.330638743455498,0.7786561264822134,0,0,0,0,0,0
1,297.2,308.5,1604,34.9,200,11.300000000000011,5.861738219895288,0.7905138339920948,0,0,0,0,0,0
0,297.1,308.5,1483,46.9,203,11.399999999999977,7.283005235602094,0.8023715415019763,0,0,0,0,0,0
0,297.1,308.4,1543,39.6,205,11.299999999999955,6.398198952879581,0.8102766798418972,0,0,0,0,0,0
0,297.1,308.5,1323,44.4,207,11.399999999999977,6.150910994764398,0.8181818181818182,1,1,0,0,0,0
0,297.1,308.5,1555,36.2,0,11.399999999999977,5.894345549738221,0.0,0,0,0,0,0,0
0,297.1,308.4,1583,31.9,2,11.299999999999955,5.287717277486911,0.007905138339920948,0,0,0,0,0,0
1,297.2,308.5,1584,40.0,4,11.300000000000011,6.63455497382199,0.015810276679841896,0,0,0,0,0,0
0,297.2,308.5,1766,25.8,7,11.300000000000011,4.7709738219895295,0.02766798418972332,0,0,0,0,0,0
1,297.2,308.6,1498,44.4,9,11.400000000000034,6.9645235602094235,0.03557312252964427,0,0,0,0,0,0
0,297.2,308.6,1413,49.8,12,11.400000000000034,7.368314136125654,0.04743083003952569,0,0,0,0,0,0
0,297.3,308.6,1505,33.5,14,11.300000000000011,5.279319371727749,0.05533596837944664,0,0,0,0,0,0
2,297.3,308.7,1438,46.2,16,11.399999999999977,6.9566073298429325,0.06324110671936758,0,0,0,0,0,0
1,297.3,308.7,1655,34.1,21,11.399999999999977,5.909476439790576,0.08300395256916997,0,0,0,0,0,0
1,297.3,308.7,1451,43.8,24,11.399999999999977,6.654848167539266,0.09486166007905138,0,0,0,0,0,0
1,297.3,308.7,1466,38.4,27,11.399999999999977,5.8947015706806285,0.1067193675889328,0,0,0,0,0,0
0,297.2,308.6,1774,23.0,30,11.400000000000034,4.272460732984293,0.11857707509881422,0,0,0,0,0,0
1,297.2,308.6,1284,51.3,32,11.400000000000034,6.897298429319371,0.12648221343873517,0,0,0,0,0,0
0,297.1,308.5,1425,40.0,35,11.399999999999977,5.968586387434555,0.1383399209486166,0,0,0,0,0,0
0,297.2,308.6,1437,52.4,37,11.400000000000034,7.8846910994764405,0.14624505928853754,0,0,0,0,0,0
0,297.2,308.6,1335,53.0,39,11.400000000000034,7.4089005235602095,0.1541501976284585,0,0,0,0,0,0
0,297.2,308.5,1471,41.7,41,11.300000000000011,6.4231099476439795,0.16205533596837945,0,0,0,0,0,0
1,297.2,308.5,1364,54.0,43,11.300000000000011,7.712670157068063,0.16996047430830039,0,0,0,0,0,0
0,297.1,308.5,1578,35.6,46,11.399999999999977,5.882387434554974,0.18181818181818182,0,0,0,0,0,0
0,297.1,308.5,1712,32.1,48,11.399999999999977,5.754471204188482,0.18972332015810275,0,0,0,0,0,0
0,297.1,308.5,1733,28.7,50,11.399999999999977,5.208073298429319,0.1976284584980237,0,0,0,0,0,0
0,297.2,308.6,1652,32.1,52,11.400000000000034,5.552795811518325,0.20553359683794467,0,0,0,0,0,0
0,297.2,308.6,1917,24.1,54,11.400000000000034,4.837664921465969,0.2134387351778656,0,0,0,0,0,0
1,297.2,308.6,1444,41.1,56,11.400000000000034,6.214492146596859,0.22134387351778656,0,0,0,0,0,0
0,297.1,308.6,1442,37.1,59,11.5,5.601905759162304,0.233201581027668,0,0,0,0,0,0
1,297.1,308.6,1717,31.3,61,11.5,5.627445026178011,0.24110671936758893,0,0,0,0,0,0
0,297.1,308.7,1474,42.3,64,11.599999999999966,6.5288167539267015,0.25296442687747034,0,0,0,0,0,0
0,297.2,308.7,1509,39.3,66,11.5,6.209811518324607,0.2608695652173913,0,0,0,0,0,0
0,297.2,308.8,1451,43.1,68,11.600000000000023,6.548492146596859,0.26877470355731226,0,0,0,0,0,0
0,297.3,308.8,1554,36.1,70,11.5,5.874282722513089,0.2766798418972332,0,0,0,0,0,0
0,297.2,308.7,1669,30.7,72,11.5,5.365267015706806,0.2845849802371542,0,0,0,0,0,0
0,297.2,308.6,1366,50.4,74,11.400000000000034,7.209047120418847,0.2924901185770751,0,0,0,0,0,0
0,297.2,308.6,1578,34.4,76,11.400000000000034,5.684104712041885,0.30039525691699603,0,0,0,0,0,0
1,297.2,308.6,1513,39.0,78,11.400000000000034,6.178743455497382,0.308300395256917,0,0,0,0,0,0
1,297.1,308.5,1515,42.1,81,11.399999999999977,6.67869109947644,0.3201581027667984,0,0,0,0,0,0
0,297.2,308.6,1562,33.0,84,11.400000000000034,5.397486910994765,0.33201581027667987,0,0,0,0,0,0
0,297.2,308.7,1501,38.5,86,11.5,6.051151832460733,0.33992094861660077,0,0,0,0,0,0
1,297.2,308.7,1398,38.1,88,11.5,5.577361256544503,0.34782608695652173,0,0,0,0,0,0
0,297.3,308.7,1352,53.8,91,11.399999999999977,7.616502617801046,0.35968379446640314,0,0,0,0,0,0
2,297.3,308.7,1569,33.9,93,11.399999999999977,5.569539267015706,0.3675889328063241,0,0,0,0,0,0
2,297.2,308.6,1486,46.6,98,11.400000000000034,7.251057591623037,0.38735177865612647,0,0,0,0,0,0
0,297.2,308.6,1864,23.6,103,11.400000000000034,4.606324607329843,0.40711462450592883,0,0,0,0,0,0
1,297.3,308.7,1447,44.5,105,11.399999999999977,6.742565445026178,0.4150197628458498,0,0,0,0,0,0
0,297.2,308.6,1392,41.5,108,11.400000000000034,6.0490052356020945,0.4268774703557312,0,0,0,0,0,0
0,297.3,308.6,1358,47.6,110,11.300000000000011,6.768670157068063,0.43478260869565216,0,0,0,0,0,0
0,297.3,308.7,1491,40.2,112,11.399999999999977,6.276251308900524,0.4426877470355731,0,0,0,0,0,0
0,297.3,308.7,1556,36.7,114,11.399999999999977,5.979602094240838,0.4505928853754941,0,0,0,0,0,0
0,297.3,308.7,1531,36.7,116,11.399999999999977,5.883528795811519,0.45849802371541504,0,0,0,0,0,0
2,297.4,308.7,1429,37.6,118,11.300000000000011,5.626219895287958,0.466403162055336,0,0,0,0,0,0
1,297.4,308.8,1573,33.9,123,11.400000000000034,5.583738219895288,0.48616600790513836,0,0,0,0,0,0
0,297.4,308.8,1538,41.2,126,11.400000000000034,6.6351413612565455,0.4980237154150198,0,0,0,0,0,0
0,297.4,308.8,1467,39.0,128,11.400000000000034,5.990890052356021,0.5059288537549407,0,0,0,0,0,0
2,297.4,308.7,1323,51.1,130,11.300000000000011,7.079089005235603,0.5138339920948617,0,0,0,0,0,0
1,297.4,308.7,1798,23.0,135,11.300000000000011,4.330261780104712,0.5335968379446641,0,0,0,0,0,0
0,297.4,308.6,1411,46.3,138,11.200000000000045,6.840764397905759,0.5454545454545454,0,0,0,0,0,0
0,297.3,308.5,1528,44.5,140,11.199999999999989,7.12,0.5533596837944664,0,0,0,0,0,0
0,297.3,308.5,1504,42.0,142,11.199999999999989,6.614450261780105,0.5612648221343873,0,0,0,0,0,0
0,297.3,308.5,1384,39.6,144,11.199999999999989,5.738890052356021,0.5691699604743083,0,0,0,0,0,0
0,297.2,308.4,1677,26.4,146,11.199999999999989,4.635895287958115,0.5770750988142292,0,0,0,0,0,0
0,297.3,308.5,1764,30.8,148,11.199999999999989,5.689130890052357,0.5849802371541502,0,0,0,0,0,0
1,297.4,308.5,1472,42.0,150,11.100000000000023,6.473717277486911,0.5928853754940712,0,0,0,0,0,0
1,297.4,308.5,1465,55.9,153,11.100000000000023,8.57523560209424,0.6047430830039525,0,0,0,0,0,0
1,297.4,308.6,1657,33.1,156,11.200000000000045,5.74310994764398,0.616600790513834,0,0,0,0,0,0
0,297.4,308.6,1635,30.5,159,11.200000000000045,5.2217277486911,0.6284584980237155,0,0,0,0,0,0
1,297.4,308.7,1582,31.9,161,11.300000000000011,5.284376963350785,0.6363636363636364,0,0,0,0,0,0
0,297.5,308.7,1761,26.2,164,11.199999999999989,4.8312251308900525,0.6482213438735178,0,0,0,0,0,0
0,297.5,308.8,1587,34.9,166,11.300000000000011,5.799612565445026,0.6561264822134387,0,0,0,0,0,0
1,297.5,308.7,1446,53.0,168,11.199999999999989,8.024921465968587,0.6640316205533597,0,0,0,0,0,0
1,297.5,308.7,1352,53.0,171,11.199999999999989,7.503246073298429,0.6758893280632411,0,0,0,0,0,0
1,297.4,308.7,1392,46.4,174,11.300000000000011,6.763225130890052,0.6877470355731226,0,0,0,0,0,0
0,297.5,308.8,1417,49.8,177,11.300000000000011,7.389172774869109,0.6996047430830039,0,0,0,0,0,0
2,297.5,308.8,1824,24.0,179,11.300000000000011,4.583874345549738,0.7075098814229249,0,0,0,0,0,0
0,297.5,308.8,1603,36.7,184,11.300000000000011,6.160219895287959,0.7272727272727273,0,0,0,0,0,0
0,297.4,308.8,1620,33.4,186,11.400000000000034,5.665759162303665,0.7351778656126482,0,0,0,0,0,0
0,297.4,308.8,1353,49.4,188,11.400000000000034,6.9987643979057585,0.7430830039525692,0,0,0,0,0,0
0,297.5,308.8,1360,50.7,190,11.300000000000011,7.220104712041885,0.7509881422924901,0,0,0,0,0,0
0,297.5,308.6,1380,53.5,192,11.100000000000023,7.730890052356021,0.758893280632411,0,0,0,0,0,0
1,297.5,308.7,1363,53.6,194,11.199999999999989,7.649926701570681,0.766798418972332,0,0,0,0,0,0
1,297.4,308.6,1452,41.2,197,11.200000000000045,6.264125654450262,0.7786561264822134,0,0,0,0,0,0
0,297.4,308.6,1680,32.8,200,11.200000000000045,5.770052356020941,0.7905138339920948,0,0,0,0,0,0
0,297.5,308.6,1536,39.0,202,11.100000000000023,6.272670157068063,0.7984189723320159,0,0,0,0,0,0
0,297.5,308.6,1621,28.9,0,11.100000000000023,4.905434554973821,0.0,0,0,0,0,0,0
0,297.5,308.6,1585,37.6,2,11.100000000000023,6.240418848167539,0.007905138339920948,0,0,0,0,0,0
1,297.6,308.7,1408,51.5,4,11.099999999999966,7.592879581151832,0.015810276679841896,0,0,0,0,0,0
2,297.5,308.6,1536,38.7,7,11.100000000000023,6.22441884816754,0.02766798418972332,0,0,0,0,0,0
0,297.5,308.6,1352,52.6,12,11.100000000000023,7.44661780104712,0.04743083003952569,0,0,0,0,0,0
2,297.5,308.6,1481,38.8,14,11.100000000000023,6.017047120418848,0.05533596837944664,0,0,0,0,0,0
0,297.5,308.7,1454,45.0,19,11.199999999999989,6.85130890052356,0.07509881422924901,0,0,0,0,0,0
1,297.5,308.6,1349,51.5,21,11.100000000000023,7.274712041884817,0.08300395256916997,0,0,0,0,0,0
1,297.5,308.6,1327,52.1,24,11.100000000000023,7.23944502617801,0.09486166007905138,0,0,0,0,0,0
0,297.6,308.7,1552,42.3,27,11.099999999999966,6.874303664921465,0.1067193675889328,0,0,0,0,0,0
0,297.5,308.7,1456,44.7,29,11.199999999999989,6.814994764397906,0.11462450592885376,0,0,0,0,0,0
1,297.6,308.6,1254,45.8,31,11.0,6.013947643979058,0.1225296442687747,0,0,0,0,0,0
0,297.5,308.6,1437,43.3,34,11.100000000000023,6.515403141361256,0.13438735177865613,0,0,0,0,0,0
0,297.5,308.6,1694,27.1,36,11.100000000000023,4.807057591623037,0.1422924901185771,0,0,0,0,0,0
0,297.5,308.5,1306,50.7,38,11.0,6.9334240837696335,0.15019762845849802,0,0,0,0,0,0
1,297.5,308.5,1699,30.1,40,11.0,5.35496335078534,0.15810276679841898,0,0,0,0,0,0
0,297.4,308.5,1369,53.2,43,11.100000000000023,7.626261780104713,0.16996047430830039,0,0,0,0,0,0
0,297.4,308.5,1471,43.9,45,11.100000000000023,6.761979057591623,0.17786561264822134,0,0,0,0,0,0
